direction_color,rowDate,rowDateRaw,rowDateTimestamp,last_close,last_open,last_max,last_min,volume,volumeRaw,change_precent,last_closeRaw,last_openRaw,last_maxRaw,last_minRaw,change_precentRaw,date,valid_ohlc,weekday,is_weekend,year,month
,,,2009-06-13,,,,,,,,,,,,,2009-06-13,False,5,True,2009,6
,,,2009-06-14,,,,,,,,,,,,,2009-06-14,False,6,True,2009,6
,,,2009-06-20,,,,,,,,,,,,,2009-06-20,False,5,True,2009,6
,,,2009-06-21,,,,,,,,,,,,,2009-06-21,False,6,True,2009,6
,,,2009-06-27,,,,,,,,,,,,,2009-06-27,False,5,True,2009,6
,,,2009-06-28,,,,,,,,,,,,,2009-06-28,False,6,True,2009,6
,,,2009-07-04,,,,,,,,,,,,,2009-07-04,False,5,True,2009,7
,,,2009-07-05,,,,,,,,,,,,,2009-07-05,False,6,True,2009,7
,,,2009-07-11,,,,,,,,,,,,,2009-07-11,False,5,True,2009,7
,,,2009-07-12,,,,,,,,,,,,,2009-07-12,False,6,True,2009,7
,,,2009-07-18,,,,,,,,,,,,,2009-07-18,False,5,True,2009,7
,,,2009-07-19,,,,,,,,,,,,,2009-07-19,False,6,True,2009,7
,,,2009-07-25,,,,,,,,,,,,,2009-07-25,False,5,True,2009,7
,,,2009-07-26,,,,,,,,,,,,,2009-07-26,False,6,True,2009,7
,,,2009-08-01,,,,,,,,,,,,,2009-08-01,False,5,True,2009,8
,,,2009-08-02,,,,,,,,,,,,,2009-08-02,False,6,True,2009,8
,,,2009-08-08,,,,,,,,,,,,,2009-08-08,False,5,True,2009,8
,,,2009-08-09,,,,,,,,,,,,,2009-08-09,False,6,True,2009,8
,,,2009-08-15,,,,,,,,,,,,,2009-08-15,False,5,True,2009,8
,,,2009-08-16,,,,,,,,,,,,,2009-08-16,False,6,True,2009,8
,,,2009-08-22,,,,,,,,,,,,,2009-08-22,False,5,True,2009,8
,,,2009-08-23,,,,,,,,,,,,,2009-08-23,False,6,True,2009,8
,,,2009-08-29,,,,,,,,,,,,,2009-08-29,False,5,True,2009,8
,,,2009-08-30,,,,,,,,,,,,,2009-08-30,False,6,True,2009,8
,,,2009-09-05,,,,,,,,,,,,,2009-09-05,False,5,True,2009,9
,,,2009-09-06,,,,,,,,,,,,,2009-09-06,False,6,True,2009,9
,,,2009-09-12,,,,,,,,,,,,,2009-09-12,False,5,True,2009,9
,,,2009-09-13,,,,,,,,,,,,,2009-09-13,False,6,True,2009,9
,,,2009-09-19,,,,,,,,,,,,,2009-09-19,False,5,True,2009,9
,,,2009-09-20,,,,,,,,,,,,,2009-09-20,False,6,True,2009,9
,,,2009-09-26,,,,,,,,,,,,,2009-09-26,False,5,True,2009,9
,,,2009-09-27,,,,,,,,,,,,,2009-09-27,False,6,True,2009,9
,,,2009-10-03,,,,,,,,,,,,,2009-10-03,False,5,True,2009,10
,,,2009-10-04,,,,,,,,,,,,,2009-10-04,False,6,True,2009,10
,,,2009-10-10,,,,,,,,,,,,,2009-10-10,False,5,True,2009,10
,,,2009-10-11,,,,,,,,,,,,,2009-10-11,False,6,True,2009,10
,,,2009-10-17,,,,,,,,,,,,,2009-10-17,False,5,True,2009,10
,,,2009-10-18,,,,,,,,,,,,,2009-10-18,False,6,True,2009,10
,,,2009-10-24,,,,,,,,,,,,,2009-10-24,False,5,True,2009,10
,,,2009-10-25,,,,,,,,,,,,,2009-10-25,False,6,True,2009,10
,,,2009-10-31,,,,,,,,,,,,,2009-10-31,False,5,True,2009,10
,,,2009-11-01,,,,,,,,,,,,,2009-11-01,False,6,True,2009,11
,,,2009-11-07,,,,,,,,,,,,,2009-11-07,False,5,True,2009,11
,,,2009-11-08,,,,,,,,,,,,,2009-11-08,False,6,True,2009,11
,,,2009-11-14,,,,,,,,,,,,,2009-11-14,False,5,True,2009,11
,,,2009-11-15,,,,,,,,,,,,,2009-11-15,False,6,True,2009,11
,,,2009-11-21,,,,,,,,,,,,,2009-11-21,False,5,True,2009,11
,,,2009-11-22,,,,,,,,,,,,,2009-11-22,False,6,True,2009,11
,,,2009-11-28,,,,,,,,,,,,,2009-11-28,False,5,True,2009,11
,,,2009-11-29,,,,,,,,,,,,,2009-11-29,False,6,True,2009,11
,,,2009-12-05,,,,,,,,,,,,,2009-12-05,False,5,True,2009,12
,,,2009-12-06,,,,,,,,,,,,,2009-12-06,False,6,True,2009,12
,,,2009-12-12,,,,,,,,,,,,,2009-12-12,False,5,True,2009,12
,,,2009-12-13,,,,,,,,,,,,,2009-12-13,False,6,True,2009,12
,,,2009-12-19,,,,,,,,,,,,,2009-12-19,False,5,True,2009,12
,,,2009-12-20,,,,,,,,,,,,,2009-12-20,False,6,True,2009,12
,,,2009-12-26,,,,,,,,,,,,,2009-12-26,False,5,True,2009,12
,,,2009-12-27,,,,,,,,,,,,,2009-12-27,False,6,True,2009,12
,,,2010-01-02,,,,,,,,,,,,,2010-01-02,False,5,True,2010,1
,,,2010-01-03,,,,,,,,,,,,,2010-01-03,False,6,True,2010,1
,,,2010-01-09,,,,,,,,,,,,,2010-01-09,False,5,True,2010,1
,,,2010-01-10,,,,,,,,,,,,,2010-01-10,False,6,True,2010,1
,,,2010-01-16,,,,,,,,,,,,,2010-01-16,False,5,True,2010,1
,,,2010-01-17,,,,,,,,,,,,,2010-01-17,False,6,True,2010,1
,,,2010-01-23,,,,,,,,,,,,,2010-01-23,False,5,True,2010,1
,,,2010-01-24,,,,,,,,,,,,,2010-01-24,False,6,True,2010,1
,,,2010-01-30,,,,,,,,,,,,,2010-01-30,False,5,True,2010,1
,,,2010-01-31,,,,,,,,,,,,,2010-01-31,False,6,True,2010,1
,,,2010-02-06,,,,,,,,,,,,,2010-02-06,False,5,True,2010,2
