date,close,ret_log,y_pred_raw,signal_t,position,strat_ret_log,equity
2020-04-15,37.775,0.0,1,1,1,0.0,1.0037202195297092
2020-04-16,37.795,0.0005293105853367841,1,1,1,0.0005293105853367841,1.0042516398974284
2020-04-17,37.795,0.0,1,1,1,0.0,1.0042516398974284
2020-04-20,37.81,0.00039679915870172167,1,1,1,0.00039679915870172167,1.0046502051732182
2020-04-21,37.81,0.0,1,1,1,0.0,1.0046502051732182
2020-04-22,37.935,0.003300550887196607,1,1,1,0.003300550887196607,1.0079715824714632
2020-04-23,38.053,0.0031057560364677883,1,1,1,0.0031057560364677883,1.0111069626410065
2020-04-24,37.925,-0.0033693995919099606,1,1,1,-0.0033693995919099606,1.0077058722876038
2020-04-27,37.925,0.0,1,1,1,0.0,1.0077058722876038
2020-04-28,37.925,0.0,1,1,1,0.0,1.0077058722876038
2020-04-29,37.925,0.0,1,1,1,0.0,1.0077058722876038
2020-04-30,37.926,2.6367483620504117e-05,1,1,1,2.6367483620504117e-05,1.0077324433059895
2020-05-01,37.3,-0.01664356606844697,1,1,1,-0.01664356606844697,0.9910989857963772
2020-05-04,37.81,0.01358029125307203,-1,-1,1,0.01358029125307203,1.0046502051732182
2020-05-05,37.81,0.0,-1,-1,-1,-0.0,1.0046502051732182
2020-05-06,37.81,0.0,1,1,-1,-0.0,1.0046502051732182
2020-05-07,37.81,0.0,1,1,1,0.0,1.0046502051732182
2020-05-08,37.81,0.0,-1,-1,1,0.0,1.0046502051732182
2020-05-11,38.615,0.021067184118385818,1,1,-1,-0.021067184118385818,0.9837064419940276
2020-05-12,38.598,-0.0004403403643089554,1,1,1,-0.0004403403643089554,0.9832733716971507
2020-05-13,38.512,-0.0022305806162021824,1,1,1,-0.0022305806162021824,0.9810825454894209
2020-05-14,38.69,0.004611287671705266,1,1,1,0.004611287671705266,0.9856170462449545
2020-05-15,38.54,-0.0038845057262011373,1,1,1,-0.0038845057262011373,0.9817958377431003
2020-05-18,38.65,0.00285011204721064,1,1,1,0.00285011204721064,0.9845980573111268
2020-05-19,38.65,0.0,1,1,1,0.0,0.9845980573111268
2020-05-20,38.635,-0.0003881736478841269,1,1,1,-0.0003881736478841269,0.984215936460941
2020-05-21,38.635,0.0,1,1,1,0.0,0.984215936460941
2020-05-22,38.635,0.0,1,1,1,0.0,0.984215936460941
2020-05-25,38.635,0.0,1,1,1,0.0,0.984215936460941
2020-05-26,38.635,0.0,1,1,1,0.0,0.984215936460941
2020-05-27,38.635,0.0,1,1,1,0.0,0.984215936460941
2020-05-28,38.615,-0.0005177993643195045,1,1,1,-0.0005177993643195045,0.9837064419940276
2020-05-29,38.615,0.0,1,1,1,0.0,0.9837064419940276
2020-06-01,38.615,0.0,1,1,1,0.0,0.9837064419940276
2020-06-02,38.575,-0.0010364037720029806,1,1,1,-0.0010364037720029806,0.9826874530601994
2020-06-03,38.48,-0.0024657724517189727,1,1,1,-0.0024657724517189727,0.9802673543423582
2020-06-04,38.51,0.0007793220293121905,1,1,1,0.0007793220293121905,0.9810315960427295
2020-06-05,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-08,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-09,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-10,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-11,38.51,0.0,-1,-1,1,0.0,0.9810315960427295
2020-06-12,38.51,0.0,1,1,-1,-0.0,0.9810315960427295
2020-06-15,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-16,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-17,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-18,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-19,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-22,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-23,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-24,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-25,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-26,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-29,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-06-30,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-01,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-02,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-03,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-06,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-07,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-08,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-09,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-10,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-13,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-14,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-15,38.51,0.0,1,1,1,0.0,0.9810315960427295
2020-07-16,38.535,0.0006489714031387983,1,1,1,0.0006489714031387983,0.9816684641263715
2020-07-17,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-20,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-21,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-22,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-23,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-24,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-27,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-28,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-29,38.535,0.0,1,1,1,0.0,0.9816684641263715
2020-07-30,38.445,-0.0023382707458123875,1,1,1,-0.0023382707458123875,0.9793757390252591
2020-07-31,38.445,0.0,1,1,1,0.0,0.9793757390252591
2020-08-03,38.445,0.0,1,1,1,0.0,0.9793757390252591
2020-08-04,38.45,0.00013004746750899798,1,1,1,0.00013004746750899798,0.9795031126419876
2020-08-05,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-06,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-07,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-10,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-11,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-12,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-13,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-14,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-17,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-18,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-19,38.45,0.0,1,1,1,0.0,0.9795031126419876
2020-08-20,38.295,-0.004039356590096244,1,1,1,-0.004039356590096244,0.9755545305234048
2020-08-21,38.295,0.0,-1,-1,1,0.0,0.9755545305234048
2020-08-24,38.295,0.0,-1,-1,-1,-0.0,0.9755545305234048
2020-08-25,38.145,-0.0039246518193643,-1,-1,-1,0.0039246518193643,0.979390765405526
2020-08-26,38.145,0.0,-1,-1,-1,-0.0,0.979390765405526
2020-08-27,38.145,0.0,-1,-1,-1,-0.0,0.979390765405526
2020-08-28,38.12,-0.000655608756191306,-1,-1,-1,0.000655608756191306,0.9800330730953251
2020-08-31,38.128,0.00020984157038528295,-1,-1,-1,-0.00020984157038528295,0.9798274429918638
2020-09-01,38.128,0.0,-1,-1,-1,-0.0,0.9798274429918638
2020-09-02,38.128,0.0,-1,-1,-1,-0.0,0.9798274429918638
2020-09-03,38.128,0.0,-1,-1,-1,-0.0,0.9798274429918638
2020-09-04,38.25,0.003194639916158426,-1,-1,-1,-0.003194639916158426,0.9767022417357851
2020-09-07,38.25,0.0,-1,-1,-1,-0.0,0.9767022417357851
2020-09-08,38.27,0.0005227391650661772,-1,-1,-1,-0.0005227391650661772,0.9761918146431612
2020-09-09,38.27,0.0,-1,-1,-1,-0.0,0.9761918146431612
2020-09-10,38.275,0.00013064210613622507,-1,-1,-1,-0.00013064210613622507,0.976064291218649
2020-09-11,38.275,0.0,-1,-1,-1,-0.0,0.976064291218649
2020-09-14,38.275,0.0,-1,-1,-1,-0.0,0.976064291218649
2020-09-15,38.413,0.003599002424300668,-1,-1,-1,-0.003599002424300668,0.97255774728331
2020-09-16,38.413,0.0,1,1,-1,-0.0,0.97255774728331
2020-09-17,38.413,0.0,1,1,1,0.0,0.97255774728331
2020-09-18,38.405,-0.0002082845174027348,1,1,1,-0.0002082845174027348,0.9723551996567703
2020-09-21,38.405,0.0,1,1,1,0.0,0.9723551996567703
2020-09-22,38.418,0.0003384403140747061,1,1,1,0.0003384403140747061,0.9726843395498971
2020-09-23,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-09-24,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-09-25,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-09-28,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-09-29,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-09-30,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-10-01,38.393,-0.0006509484548509192,1,1,1,-0.0006509484548509192,0.9720513782169609
2020-10-02,38.393,0.0,1,1,1,0.0,0.9720513782169609
2020-10-05,38.393,0.0,1,1,1,0.0,0.9720513782169609
2020-10-06,38.418,0.0006509484548509192,1,1,1,0.0006509484548509192,0.9726843395498971
2020-10-07,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-10-08,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-10-09,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-10-12,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-10-13,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-10-14,38.418,0.0,1,1,1,0.0,0.9726843395498971
2020-10-15,38.355,-0.0016412023534604359,1,1,1,-0.0016412023534604359,0.9710892769908976
2020-10-16,38.355,0.0,1,1,1,0.0,0.9710892769908976
2020-10-19,38.355,0.0,1,1,1,0.0,0.9710892769908976
2020-10-20,38.33,-0.0006520180187958857,1,1,1,-0.0006520180187958857,0.9704563156579613
2020-10-21,38.33,0.0,1,1,1,0.0,0.9704563156579613
2020-10-22,38.34,0.0002608582250349656,1,1,1,0.0002608582250349656,0.9707095001911361
2020-10-23,38.34,0.0,1,1,1,0.0,0.9707095001911361
2020-10-26,38.34,0.0,1,1,1,0.0,0.9707095001911361
2020-10-27,38.34,0.0,1,1,1,0.0,0.9707095001911361
2020-10-28,38.34,0.0,1,1,1,0.0,0.9707095001911361
2020-10-29,38.34,0.0,1,1,1,0.0,0.9707095001911361
2020-10-30,38.34,0.0,1,1,1,0.0,0.9707095001911361
2020-11-02,38.34,0.0,1,1,1,0.0,0.9707095001911361
2020-11-03,38.34,0.0,1,1,1,0.0,0.9707095001911361
2020-11-04,38.343,7.824420018831546e-05,1,1,1,7.824420018831546e-05,0.9707854555510882
2020-11-05,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-06,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-09,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-10,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-11,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-12,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-13,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-16,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-17,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-18,38.29,-0.0013832163284837051,1,1,1,-0.0013832163284837051,0.9694435775252633
2020-11-19,38.33,0.001044113903260424,1,1,1,0.001044113903260424,0.9704563156579613
2020-11-20,38.343,0.00033910242522328105,1,1,1,0.00033910242522328105,0.9707854555510882
2020-11-23,38.343,0.0,1,1,1,0.0,0.9707854555510882
2020-11-24,38.33,-0.00033910242522328105,1,1,1,-0.00033910242522328105,0.9704563156579613
2020-11-25,38.33,0.0,1,1,1,0.0,0.9704563156579613
2020-11-26,38.33,0.0,1,1,1,0.0,0.9704563156579613
2020-11-27,38.33,0.0,1,1,1,0.0,0.9704563156579613
2020-11-30,38.33,0.0,1,1,1,0.0,0.9704563156579613
2020-12-01,38.33,0.0,1,1,1,0.0,0.9704563156579613
2020-12-02,38.33,0.0,1,1,1,0.0,0.9704563156579613
2020-12-03,38.33,0.0,1,1,1,0.0,0.9704563156579613
2020-12-04,38.165,-0.0043140141420301426,1,1,1,-0.0043140141420301426,0.9662787708605816
2020-12-07,38.165,0.0,1,1,1,0.0,0.9662787708605816
2020-12-08,38.165,0.0,-1,-1,1,0.0,0.9662787708605816
2020-12-09,36.5,-0.044606604661987515,-1,-1,-1,0.044606604661987515,1.0103569668464132
2020-12-10,36.5,0.0,-1,-1,-1,-0.0,1.0103569668464132
2020-12-11,36.5,0.0,-1,-1,-1,-0.0,1.0103569668464132
2020-12-14,36.5,0.0,-1,-1,-1,-0.0,1.0103569668464132
2020-12-15,36.5,0.0,-1,-1,-1,-0.0,1.0103569668464132
2020-12-16,36.1,-0.01101939524961093,-1,-1,-1,0.01101939524961093,1.0215520578918031
2020-12-17,36.1,0.0,-1,-1,-1,-0.0,1.0215520578918031
2020-12-18,36.16,0.0016606701851404893,-1,-1,-1,-0.0016606701851404893,1.0198570046983986
2020-12-21,36.2,0.0011055833077500132,-1,-1,-1,-0.0011055833077500132,1.018730090881052
2020-12-22,36.175,-0.0006908463141779286,-1,-1,-1,0.0006908463141779286,1.0194341199694288
2020-12-23,36.1,-0.002075407178712574,-1,-1,-1,0.002075407178712574,1.0215520578918031
2020-12-24,36.2,0.0027662534928905025,-1,-1,-1,-0.0027662534928905025,1.018730090881052
2020-12-25,36.2,0.0,-1,-1,-1,-0.0,1.018730090881052
2020-12-28,36.2,0.0,-1,-1,-1,-0.0,1.018730090881052
2020-12-29,36.2,0.0,-1,-1,-1,-0.0,1.018730090881052
2020-12-30,36.5,0.008253141756720428,-1,-1,-1,-0.008253141756720428,1.0103569668464132
2020-12-31,36.5,0.0,-1,-1,-1,-0.0,1.0103569668464132
2021-01-01,36.5,0.0,-1,-1,-1,-0.0,1.0103569668464132
2021-01-04,36.82,0.008728915216485778,-1,-1,-1,-0.008728915216485778,1.0015760263415017
2021-01-05,36.25,-0.015601794504247923,-1,-1,-1,0.015601794504247923,1.0173249459281126
2021-01-06,36.5,0.006872879287762146,1,1,-1,-0.006872879287762146,1.0103569668464132
2021-01-07,36.5,0.0,1,1,1,0.0,1.0103569668464132
2021-01-08,36.5,0.0,1,1,1,0.0,1.0103569668464132
2021-01-11,36.4,-0.002743485945750912,1,1,1,-0.002743485945750912,1.007588865567382
2021-01-12,36.5,0.002743485945750912,1,1,1,0.002743485945750912,1.0103569668464132
2021-01-13,36.5,0.0,1,1,1,0.0,1.0103569668464132
2021-01-14,36.5,0.0,1,1,1,0.0,1.0103569668464132
2021-01-15,36.5,0.0,1,1,1,0.0,1.0103569668464132
2021-01-18,36.5,0.0,1,1,1,0.0,1.0103569668464132
2021-01-19,36.5,0.0,1,1,1,0.0,1.0103569668464132
2021-01-20,36.5,0.0,1,1,1,0.0,1.0103569668464132
2021-01-21,36.35,-0.00411805660891762,1,1,1,-0.00411805660891762,1.0062048149278662
2021-01-22,35.8,-0.015246310572873956,1,1,1,-0.015246310572873956,0.9909802578931939
2021-01-25,36.025,0.0062652484789311735,1,1,1,0.0062652484789311735,0.9972084857710143
2021-01-26,36.05,0.0006937218453724192,-1,-1,1,0.0006937218453724192,0.9979005110907722
2021-01-27,36.05,0.0,-1,-1,-1,-0.0,0.9979005110907722
2021-01-28,36.4,0.00966191091173707,-1,-1,-1,-0.00966191091173707,0.9883053138687454
2021-01-29,36.05,-0.00966191091173707,-1,-1,-1,0.00966191091173707,0.9979005110907722
2021-02-01,36.055,0.00013868663776461787,-1,-1,-1,-0.00013868663776461787,0.9977621252204227
2021-02-02,36.07,0.00041594454672511105,-1,-1,-1,-0.00041594454672511105,0.9973471978048886
2021-02-03,36.05,-0.0005546311844897289,-1,-1,-1,0.0005546311844897289,0.9979005110907722
2021-02-04,36.04,-0.00027743099082089273,-1,-1,-1,0.00027743099082089273,0.9981773980250371
2021-02-05,36.065,0.00069343321549864,-1,-1,-1,-0.00069343321549864,0.997485468593438
2021-02-08,36.05,-0.0004160022246777473,-1,-1,-1,0.0004160022246777473,0.9979005110907722
2021-02-09,36.05,0.0,-1,-1,-1,-0.0,0.9979005110907722
2021-02-10,36.07,0.0005546311844897289,-1,-1,-1,-0.0005546311844897289,0.9973471978048886
2021-02-11,36.05,-0.0005546311844897289,-1,-1,-1,0.0005546311844897289,0.9979005110907722
2021-02-12,36.06,0.0002773540442131406,-1,-1,-1,-0.0002773540442131406,0.9976237777266317
2021-02-15,36.06,0.0,-1,-1,-1,-0.0,0.9976237777266317
2021-02-16,36.025,-0.0009710758895855598,-1,-1,-1,0.0009710758895855598,0.9985930166501691
2021-02-17,36.04,0.0004162908545515265,-1,-1,-1,-0.0004162908545515265,0.9981773980250371
2021-02-18,36.015,-0.0006939143988109464,-1,-1,-1,0.0006939143988109464,0.9988702880694804
2021-02-19,36.0,-0.00041657988521626166,1,1,-1,0.00041657988521626166,0.9992864840228427
2021-02-22,36.0,0.0,1,1,1,0.0,0.9992864840228427
2021-02-23,36.0,0.0,1,1,1,0.0,0.9992864840228427
2021-02-24,36.02,0.0005554012917001749,1,1,1,0.0005554012917001749,0.9998416431806334
2021-02-25,36.02,0.0,-1,-1,1,0.0,0.9998416431806334
2021-02-26,36.02,0.0,1,1,-1,-0.0,0.9998416431806334
2021-03-01,36.02,0.0,1,1,1,0.0,0.9998416431806334
2021-03-02,36.01,-0.0002776620870261759,1,1,1,-0.0002776620870261759,0.9995640636017381
2021-03-03,35.95,-0.0016675934937282477,1,1,1,-0.0016675934937282477,0.9978985861283667
2021-03-04,35.92,-0.0008348407330567298,1,1,1,-0.0008348407330567298,0.997065847391681
2021-03-05,35.945,0.0006957490018359991,1,1,1,0.0006957490018359991,0.9977597963389191
2021-03-08,35.99,0.0012511296551043216,1,1,1,0.0012511296551043216,0.9990089044439475
2021-03-09,35.95,-0.001112037923883591,1,1,1,-0.001112037923883591,0.9978985861283667
2021-03-10,35.95,0.0,1,1,1,0.0,0.9978985861283667
2021-03-11,35.96,0.0002781254363637409,1,1,1,0.0002781254363637409,0.9981761657072618
2021-03-12,35.95,-0.0002781254363637409,1,1,1,-0.0002781254363637409,0.9978985861283667
2021-03-15,35.95,0.0,1,1,1,0.0,0.9978985861283667
2021-03-16,35.95,0.0,1,1,1,0.0,0.9978985861283667
2021-03-17,35.95,0.0,1,1,1,0.0,0.9978985861283667
2021-03-18,35.96,0.0002781254363637409,1,1,1,0.0002781254363637409,0.9981761657072618
2021-03-19,35.95,-0.0002781254363637409,1,1,1,-0.0002781254363637409,0.9978985861283667
2021-03-22,35.97,0.0005561735404766566,1,1,1,0.0005561735404766566,0.9984537452861569
2021-03-23,35.97,0.0,1,1,1,0.0,0.9984537452861569
2021-03-24,35.97,0.0,1,1,1,0.0,0.9984537452861569
2021-03-25,35.97,0.0,1,1,1,0.0,0.9984537452861569
2021-03-26,35.97,0.0,1,1,1,0.0,0.9984537452861569
2021-03-29,35.98,0.000277970814854811,1,1,1,0.000277970814854811,0.9987313248650524
2021-03-30,35.98,0.0,1,1,1,0.0,0.9987313248650524
2021-03-31,36.0,0.0005557099337227811,1,1,1,0.0005557099337227811,0.9992864840228427
2021-04-01,36.0,0.0,1,1,1,0.0,0.9992864840228427
2021-04-02,36.02,0.0005554012917001749,1,1,1,0.0005554012917001749,0.9998416431806334
2021-04-05,36.02,0.0,1,1,1,0.0,0.9998416431806334
2021-04-06,36.02,0.0,1,1,1,0.0,0.9998416431806334
2021-04-07,36.022,5.552316705559335e-05,1,1,1,5.552316705559335e-05,0.9998971590964123
2021-04-08,36.022,0.0,1,1,1,0.0,0.9998971590964123
2021-04-09,36.022,0.0,1,1,1,0.0,0.9998971590964123
2021-04-12,36.0,-0.0006109244587557683,1,1,1,-0.0006109244587557683,0.9992864840228427
2021-04-13,35.5,-0.013986241974739855,1,1,1,-0.013986241974739855,0.9854075050780811
2021-04-14,35.83,0.00925283483549233,-1,-1,1,0.00925283483549233,0.9945676311816238
2021-04-15,35.92,0.0025087121171365467,-1,-1,-1,-0.0025087121171365467,0.9920756744219815
2021-04-16,35.92,0.0,1,1,-1,-0.0,0.9920756744219815
2021-04-19,35.94,0.0005566379214139161,1,1,1,0.0005566379214139161,0.9926280550870269
2021-04-20,35.98,0.0011123471669742813,-1,-1,1,0.0011123471669742813,0.9937328164171184
2021-04-21,35.98,0.0,1,1,-1,-0.0,0.9937328164171184
2021-04-22,35.97,-0.000277970814854811,1,1,1,-0.000277970814854811,0.9934566260845953
2021-04-23,35.965,-0.0001390143882127326,1,1,1,-0.0001390143882127326,0.9933185309183342
2021-04-26,36.05,0.0023606204116384255,1,1,1,0.0023606204116384255,0.9956661487447781
2021-04-27,36.03,-0.0005549389709562647,1,1,1,-0.0005549389709562647,0.9951137680797324
2021-04-28,36.03,0.0,1,1,1,0.0,0.9951137680797324
2021-04-29,36.03,0.0,1,1,1,0.0,0.9951137680797324
2021-04-30,36.07,0.0011095701554459936,1,1,1,0.0011095701554459936,0.9962185294098239
2021-05-03,36.04,-0.0008320621753106217,1,1,1,-0.0008320621753106217,0.9953899584122553
2021-05-04,36.015,-0.0006939143988109464,1,1,1,-0.0006939143988109464,0.9946994825809482
2021-05-05,36.035,0.0005551700350778788,1,1,1,0.0005551700350778788,0.9952518632459936
