date,close,ret_log,y_pred_raw,signal_t,position,strat_ret_log,equity
2020-01-01,37.655,0.0,0.0,0,0,0.0,1.0
2020-01-02,37.655,0.0,0.0,0,0,0.0,1.0
2020-01-03,37.52,-0.0035916234152910675,0.0,0,0,-0.0,1.0
2020-01-06,37.5,-0.0005331911616588414,0.0,0,0,-0.0,1.0
2020-01-07,37.5,0.0,0.0,0,0,0.0,1.0
2020-01-08,37.5,0.0,0.0,0,0,0.0,1.0
2020-01-09,37.575,0.0019980026626731373,0.0,0,0,0.0,1.0
2020-01-10,37.676,0.002684351321532219,0.0,0,0,0.0,1.0
2020-01-13,37.5,-0.004682353984205356,0.0,0,0,-0.0,1.0
2020-01-14,37.73,0.0061146009998540585,0.0,0,0,0.0,1.0
2020-01-15,37.893,0.00431086448372886,0.0,0,0,0.0,1.0
2020-01-16,37.5,-0.010425465483582919,0.0,0,0,-0.0,1.0
2020-01-17,37.5,0.0,0.0,0,0,0.0,1.0
2020-01-20,37.5,0.0,0.0,0,0,0.0,1.0
2020-01-21,37.5,0.0,0.0,0,0,0.0,1.0
2020-01-22,37.5,0.0,0.0,0,0,0.0,1.0
2020-01-23,37.47,-0.0008003201707693641,0.0,0,0,-0.0,1.0
2020-01-24,37.5,0.0008003201707693641,0.0,0,0,0.0,1.0
2020-01-27,37.49,-0.0002667022285445242,0.0,0,0,-0.0,1.0
2020-01-28,37.5,0.0002667022285445242,0.0,0,0,0.0,1.0
2020-01-29,37.4,-0.0026702285558788397,0.0,0,0,-0.0,1.0
2020-01-30,37.435,0.000935391262162355,0.0,0,0,0.0,1.0
2020-01-31,37.5,0.0017348372937164847,0.0,0,0,0.0,1.0
2020-02-03,37.594,0.0025035302180387298,0.0,0,0,0.0,1.0
2020-02-04,37.736,0.003770082787556639,0.0,0,0,0.0,1.0
2020-02-05,37.5,-0.006273613005595369,0.0,0,0,-0.0,1.0
2020-02-06,37.5,0.0,0.0,0,0,0.0,1.0
2020-02-07,37.5,0.0,0.0,0,0,0.0,1.0
2020-02-10,37.5,0.0,0.0,0,0,0.0,1.0
2020-02-11,37.54,0.0010660981819974324,0.0,0,0,0.0,1.0
2020-02-12,37.5,-0.0010660981819974324,0.0,0,0,-0.0,1.0
2020-02-13,37.5,0.0,0.0,0,0,0.0,1.0
2020-02-14,37.5,0.0,0.0,0,0,0.0,1.0
2020-02-17,37.5,0.0,0.0,0,0,0.0,1.0
2020-02-18,37.37,-0.0034726894789725016,0.0,0,0,-0.0,1.0
2020-02-19,37.543,0.0046186992255479176,0.0,0,0,0.0,1.0
2020-02-20,37.5,-0.001146009746575416,0.0,0,0,-0.0,1.0
2020-02-21,37.391,-0.0029108992259714306,0.0,0,0,-0.0,1.0
