date,close,ret_log,y_pred,signal_t,position,strat_ret_log,equity
2012-01-02,28.923,0.0007955312319665175,1,1,0,0.0,1.0
2012-01-03,28.944,0.0007258023025862315,1,1,1,0.0007258023025862315,1.000726065760813
2012-01-04,29.0,0.0019329013335349643,1,1,1,0.0019329013335349643,1.002662241122982
2012-01-05,29.0,0.0,1,1,1,0.0,1.002662241122982
2012-01-06,29.05,0.001722653311446276,1,1,1,0.001722653311446276,1.0043909691249182
2012-01-09,29.0,-0.001722653311446276,1,1,1,-0.001722653311446276,1.002662241122982
2012-01-10,29.0,0.0,1,1,1,0.0,1.002662241122982
2012-01-11,29.0,0.0,1,1,1,0.0,1.002662241122982
2012-01-12,29.0,0.0,1,1,1,0.0,1.002662241122982
2012-01-13,29.0,0.0,1,1,1,0.0,1.002662241122982
2012-01-16,29.0,0.0,1,1,1,0.0,1.002662241122982
2012-01-17,29.15,0.0051590828100271935,1,1,1,0.0051590828100271935,1.0078484251287902
2012-01-18,29.1,-0.0017167386190544143,1,1,1,-0.0017167386190544143,1.0061196971268542
2012-01-19,29.1,0.0,1,1,1,0.0,1.0061196971268542
2012-01-20,29.1,0.0,1,1,1,0.0,1.0061196971268542
2012-01-23,29.1,0.0,1,1,1,0.0,1.0061196971268542
2012-01-24,29.1,0.0,1,1,1,0.0,1.0061196971268542
2012-01-25,29.1,0.0,1,1,1,0.0,1.0061196971268542
2012-01-26,29.1,0.0,1,1,1,0.0,1.0061196971268542
2012-01-27,29.1,0.0,1,1,1,0.0,1.0061196971268542
2012-01-30,29.15,0.0017167386190544143,1,1,1,0.0017167386190544143,1.0078484251287902
2012-01-31,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-01,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-02,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-03,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-06,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-07,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-08,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-09,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-10,29.15,0.0,1,1,1,0.0,1.0078484251287902
2012-02-13,29.2,0.0017137964777345083,1,1,1,0.0017137964777345083,1.0095771531307263
2012-02-14,29.25,0.0017108644036296639,1,1,1,0.0017108644036296639,1.0113058811326627
2012-02-15,29.25,0.0,1,1,1,0.0,1.0113058811326627
2012-02-16,29.25,0.0,1,1,1,0.0,1.0113058811326627
2012-02-17,29.25,0.0,1,1,1,0.0,1.0113058811326627
2012-02-20,29.25,0.0,1,1,1,0.0,1.0113058811326627
2012-02-21,29.35,0.0034129725962399604,1,1,1,0.0034129725962399604,1.014763337136535
