split,accuracy,macro_f1,f1_class_-1,f1_class_0,f1_class_1
V1_train,0.625273390036452,0.4588240128404158,0.6221060492905153,0.027742749054224466,0.7266232401765077
V1_val,0.6931927133269415,0.39876439329851193,0.36900369003690037,0.0,0.8272894898586355
V1_test,0.6272727272727273,0.4247425718297439,0.5337001375515819,0.0,0.7405275779376499
