date,close,ret_log,y_pred,signal_t,position,strat_ret_log,equity
2012-01-02,28.923,0.0007955312319665175,,0,0,0.0,1.0
2012-01-03,28.944,0.0007258023025862315,,0,0,0.0,1.0
2012-01-04,29.0,0.0019329013335349643,,0,0,0.0,1.0
2012-01-05,29.0,0.0,,0,0,0.0,1.0
2012-01-06,29.05,0.001722653311446276,,0,0,0.0,1.0
2012-01-09,29.0,-0.001722653311446276,,1,0,-0.0,1.0
2012-01-10,29.0,0.0,,1,1,0.0,1.0
2012-01-11,29.0,0.0,,1,1,0.0,1.0
2012-01-12,29.0,0.0,,1,1,0.0,1.0
2012-01-13,29.0,0.0,,1,1,0.0,1.0
2012-01-16,29.0,0.0,,1,1,0.0,1.0
2012-01-17,29.15,0.0051590828100271935,,1,1,0.0051590828100271935,1.0051724137931033
2012-01-18,29.1,-0.0017167386190544143,,1,1,-0.0017167386190544143,1.0034482758620689
2012-01-19,29.1,0.0,,1,1,0.0,1.0034482758620689
2012-01-20,29.1,0.0,,1,1,0.0,1.0034482758620689
2012-01-23,29.1,0.0,,1,1,0.0,1.0034482758620689
2012-01-24,29.1,0.0,,1,1,0.0,1.0034482758620689
2012-01-25,29.1,0.0,,1,1,0.0,1.0034482758620689
2012-01-26,29.1,0.0,,1,1,0.0,1.0034482758620689
2012-01-27,29.1,0.0,,1,1,0.0,1.0034482758620689
2012-01-30,29.15,0.0017167386190544143,,1,1,0.0017167386190544143,1.0051724137931033
2012-01-31,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-01,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-02,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-03,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-06,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-07,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-08,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-09,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-10,29.15,0.0,,1,1,0.0,1.0051724137931033
2012-02-13,29.2,0.0017137964777345083,,1,1,0.0017137964777345083,1.0068965517241375
2012-02-14,29.25,0.0017108644036296639,,1,1,0.0017108644036296639,1.0086206896551724
2012-02-15,29.25,0.0,,1,1,0.0,1.0086206896551724
2012-02-16,29.25,0.0,,1,1,0.0,1.0086206896551724
2012-02-17,29.25,0.0,,1,1,0.0,1.0086206896551724
2012-02-20,29.25,0.0,,1,1,0.0,1.0086206896551724
2012-02-21,29.35,0.0034129725962399604,,1,1,0.0034129725962399604,1.0120689655172412
2012-02-22,29.4,0.0017021280705304953,,1,1,0.0017021280705304953,1.013793103448276
2012-02-23,29.4,0.0,,1,1,0.0,1.013793103448276
2012-02-24,29.4,0.0,,1,1,0.0,1.013793103448276
2012-02-27,29.4,0.0,,1,1,0.0,1.013793103448276
2012-02-28,29.4,0.0,,1,1,0.0,1.013793103448276
2012-02-29,29.45,0.0016992357529597157,,1,1,0.0016992357529597157,1.01551724137931
2012-03-01,29.45,0.0,,1,1,0.0,1.01551724137931
2012-03-02,29.4,-0.0016992357529597157,,1,1,-0.0016992357529597157,1.013793103448276
2012-03-05,29.45,0.0016992357529597157,,1,1,0.0016992357529597157,1.01551724137931
2012-03-06,29.55,0.0033898337545115176,,1,1,0.0033898337545115176,1.0189655172413792
2012-03-07,29.45,-0.0033898337545115176,,1,1,-0.0033898337545115176,1.01551724137931
2012-03-08,29.25,-0.0068143364197301715,,1,1,-0.0068143364197301715,1.0086206896551724
2012-03-09,29.25,0.0,,1,1,0.0,1.0086206896551724
2012-03-12,29.25,0.0,,1,1,0.0,1.0086206896551724
2012-03-13,29.25,0.0,,1,1,0.0,1.0086206896551724
2012-03-14,29.4,0.005115100666770456,,1,1,0.005115100666770456,1.013793103448276
2012-03-15,29.4,0.0,,1,1,0.0,1.013793103448276
2012-03-16,29.3,-0.003407158321614201,,1,1,-0.003407158321614201,1.010344827586207
2012-03-19,29.35,0.0017050302510837057,,1,1,0.0017050302510837057,1.0120689655172412
2012-03-20,29.35,0.0,,1,1,0.0,1.0120689655172412
2012-03-21,29.45,0.003401363823490211,,1,1,0.003401363823490211,1.01551724137931
2012-03-22,29.45,0.0,,1,1,0.0,1.01551724137931
2012-03-23,29.4,-0.0016992357529597157,,1,1,-0.0016992357529597157,1.013793103448276
2012-03-26,29.2,-0.00682596507040012,,1,1,-0.00682596507040012,1.0068965517241375
2012-03-27,29.15,-0.0017137964777345083,,1,1,-0.0017137964777345083,1.0051724137931033
2012-03-28,29.2,0.0017137964777345083,,1,1,0.0017137964777345083,1.0068965517241375
2012-03-29,29.2,0.0,,1,1,0.0,1.0068965517241375
2012-03-30,29.2,0.0,,1,1,0.0,1.0068965517241375
2012-04-02,29.25,0.0017108644036296639,,1,1,0.0017108644036296639,1.0086206896551724
2012-04-03,29.25,0.0,,0,1,0.0,1.0086206896551724
2012-04-04,29.1,-0.005141399500418586,,0,0,-0.0,1.0086206896551724
2012-04-05,29.1,0.0,,0,0,0.0,1.0086206896551724
2012-04-06,29.1,0.0,,0,0,0.0,1.0086206896551724
2012-04-09,29.15,0.0017167386190544143,,0,0,0.0,1.0086206896551724
2012-04-10,29.175,0.0008572653761182991,,0,0,0.0,1.0086206896551724
2012-04-11,29.15,-0.0008572653761182991,,0,0,-0.0,1.0086206896551724
2012-04-12,29.15,0.0,,0,0,0.0,1.0086206896551724
2012-04-13,29.1,-0.0017167386190544143,,-1,0,-0.0,1.0086206896551724
2012-04-16,29.1,0.0,,-1,-1,-0.0,1.0086206896551724
2012-04-17,29.15,0.0017167386190544143,,-1,-1,-0.0017167386190544143,1.0068906370142545
2012-04-18,29.15,0.0,,-1,-1,-0.0,1.0068906370142545
2012-04-19,29.15,0.0,,-1,-1,-0.0,1.0068906370142545
2012-04-20,29.15,0.0,,-1,-1,-0.0,1.0068906370142545
2012-04-23,29.15,0.0,,-1,-1,-0.0,1.0068906370142545
2012-04-24,29.25,0.003424660881364172,,-1,-1,-0.003424660881364172,1.0034482758620689
2012-04-25,29.25,0.0,,-1,-1,-0.0,1.0034482758620689
2012-04-26,29.25,0.0,,-1,-1,-0.0,1.0034482758620689
2012-04-27,29.2,-0.0017108644036296639,,-1,-1,0.0017108644036296639,1.0051665092111481
2012-04-30,29.2,0.0,,-1,-1,-0.0,1.0051665092111481
2012-05-01,29.2,0.0,,-1,-1,-0.0,1.0051665092111481
2012-05-02,29.25,0.0017108644036296639,,-1,-1,-0.0017108644036296639,1.0034482758620689
2012-05-03,29.3,0.0017079423451562548,,-1,-1,-0.0017079423451562548,1.0017359067906317
2012-05-04,29.2,-0.0034188067487859186,,-1,-1,0.0034188067487859186,1.0051665092111481
2012-05-07,29.25,0.0017108644036296639,,-1,-1,-0.0017108644036296639,1.0034482758620689
2012-05-08,29.3,0.0017079423451562548,,-1,-1,-0.0017079423451562548,1.0017359067906317
2012-05-09,29.3,0.0,,-1,-1,-0.0,1.0017359067906317
2012-05-10,29.3,0.0,,-1,-1,-0.0,1.0017359067906317
2012-05-11,29.3,0.0,,0,-1,-0.0,1.0017359067906317
2012-05-14,29.35,0.0017050302510837057,,0,0,0.0,1.0017359067906317
2012-05-15,29.35,0.0,,0,0,0.0,1.0017359067906317
2012-05-16,29.35,0.0,,0,0,0.0,1.0017359067906317
2012-05-17,29.35,0.0,,0,0,0.0,1.0017359067906317
2012-05-18,29.45,0.003401363823490211,,0,0,0.0,1.0017359067906317
2012-05-21,29.5,0.001696353248178628,,1,0,0.0,1.0017359067906317
2012-05-22,29.4,-0.003395589001138344,,1,1,-0.003395589001138344,0.9983401918523583
2012-05-23,29.45,0.0016992357529597157,,1,1,0.0016992357529597157,1.0000380493214949
2012-05-24,29.45,0.0,,1,1,0.0,1.0000380493214949
2012-05-25,29.45,0.0,,1,1,0.0,1.0000380493214949
2012-05-28,29.5,0.001696353248178628,,1,1,0.001696353248178628,1.0017359067906317
2012-05-29,29.25,-0.0085106896679088,,1,1,-0.0085106896679088,0.9932466194449484
2012-05-30,29.25,0.0,,1,1,0.0,0.9932466194449484
2012-05-31,29.35,0.0034129725962399604,,0,1,0.0034129725962399604,0.9966423343832217
2012-06-01,29.35,0.0,,0,0,0.0,0.9966423343832217
2012-06-04,29.35,0.0,,0,0,0.0,0.9966423343832217
2012-06-05,29.35,0.0,,1,0,0.0,0.9966423343832217
2012-06-06,29.35,0.0,,1,1,0.0,0.9966423343832217
2012-06-07,29.35,0.0,,1,1,0.0,0.9966423343832217
2012-06-08,29.45,0.003401363823490211,,1,1,0.003401363823490211,1.0000380493214949
2012-06-11,29.45,0.0,,1,1,0.0,1.0000380493214949
2012-06-12,29.5,0.001696353248178628,,1,1,0.001696353248178628,1.0017359067906317
2012-06-13,29.5,0.0,,1,1,0.0,1.0017359067906317
2012-06-14,29.55,0.0016934805063328895,,1,1,0.0016934805063328895,1.0034337642597684
2012-06-15,29.6,0.0016906174779074412,,1,1,0.0016906174779074412,1.005131621728905
2012-06-18,29.6,0.0,,1,1,0.0,1.005131621728905
2012-06-19,29.6,0.0,,1,1,0.0,1.005131621728905
2012-06-20,29.6,0.0,,1,1,0.0,1.005131621728905
2012-06-21,29.55,-0.0016906174779074412,,1,1,-0.0016906174779074412,1.0034337642597684
2012-06-22,29.55,0.0,,1,1,0.0,1.0034337642597684
2012-06-25,29.35,-0.006791197578001729,,1,1,-0.006791197578001729,0.9966423343832217
2012-06-26,29.4,0.0017021280705304953,,1,1,0.0017021280705304953,0.9983401918523583
2012-06-27,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-06-28,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-06-29,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-07-02,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-07-03,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-07-04,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-07-05,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-07-06,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-07-09,29.4,0.0,,1,1,0.0,0.9983401918523583
2012-07-10,29.4,0.0,,0,1,0.0,0.9983401918523583
2012-07-11,29.65,0.008467451099098522,,1,0,0.0,0.9983401918523583
2012-07-12,29.7,0.0016849203649194067,,1,1,0.0016849203649194067,1.0000237334912325
2012-07-13,29.7,0.0,,1,1,0.0,1.0000237334912325
2012-07-16,29.7,0.0,,1,1,0.0,1.0000237334912325
2012-07-17,29.7,0.0,,1,1,0.0,1.0000237334912325
2012-07-18,29.8,0.0033613477027047978,,1,1,0.0033613477027047978,1.0033908167689807
2012-07-19,29.8,0.0,,1,1,0.0,1.0033908167689807
2012-07-20,29.9,0.003350086885281822,,1,1,0.003350086885281822,1.0067579000467288
2012-07-23,29.9,0.0,,1,1,0.0,1.0067579000467288
2012-07-24,29.9,0.0,,1,1,0.0,1.0067579000467288
2012-07-25,30.0,0.0033389012655149486,,1,1,0.0033389012655149486,1.0101249833244774
2012-07-26,30.05,0.0016652793190612414,,1,1,0.0016652793190612414,1.0118085249633515
2012-07-27,30.1,0.001662510773613235,,1,1,0.001662510773613235,1.0134920666022253
2012-07-30,30.1,0.0,,1,1,0.0,1.0134920666022253
2012-07-31,30.1,0.0,,1,1,0.0,1.0134920666022253
2012-08-01,30.15,0.0016597514183644968,,1,1,0.0016597514183644968,1.0151756082410996
2012-08-02,30.2,0.0016570012076293494,,1,1,0.0016570012076293494,1.0168591498799735
2012-08-03,30.2,0.0,,1,1,0.0,1.0168591498799735
2012-08-06,30.15,-0.0016570012076293494,,1,1,-0.0016570012076293494,1.0151756082410996
2012-08-07,30.15,0.0,,1,1,0.0,1.0151756082410996
2012-08-08,30.3,0.004962789342128904,,1,1,0.004962789342128904,1.0202262331577219
2012-08-09,30.4,0.003294895896852612,,1,1,0.003294895896852612,1.0235933164354702
2012-08-10,30.4,0.0,,1,1,0.0,1.0235933164354702
2012-08-13,30.4,0.0,,1,1,0.0,1.0235933164354702
2012-08-14,30.1,-0.009917436657346013,,1,1,-0.009917436657346013,1.0134920666022253
2012-08-15,30.1,0.0,,1,1,0.0,1.0134920666022253
2012-08-16,30.15,0.0016597514183644968,,1,1,0.0016597514183644968,1.0151756082410996
2012-08-17,30.15,0.0,,1,1,0.0,1.0151756082410996
